hpo_id_phenotype,hpoID_Computable,Label,Synonyms,Description
HP:0000739,HP_0000739,Anxiety,"Anxiousness|Anxiety|Excessive, persistent worry and fear","Intense feelings of nervousness, tenseness, or panic, often in reaction to interpersonal stresses; worry about the negative effects of past unpleasant experiences and future negative possibilities; feeling fearful, apprehensive, or threatened by uncertainty; fears of falling apart or losing control."
HP:0005681,HP_0005681,Juvenile rheumatoid arthritis,"Juvenile RA|Rheumatoid arthritis, juvenile|Juvenile idiopathic arthritis", 
HP:0001217,HP_0001217,Clubbing,Digital clubbing|Clubbing of fingers and toes,Broadening of the soft tissues (non-edematous swelling of soft tissues) of the digital tips in all dimensions associated with an increased longitudinal and lateral curvature of the nails.
HP:0001263,HP_0001263,Global developmental delay,"Retarded psychomotor development|Psychomotor delay|Retarded development|Developmental delay, global|Psychomotor developmental delay|Developmental retardation|Delayed cognitive development|Delayed developmental milestones|Retarded mental development|Psychomotor development deficiency|Delayed development|Developmental delay|Delayed milestones|Delayed psychomotor development|Developmental delay in early childhood|Motor and developmental delay|Psychomotor development failure|Lack of psychomotor development|Delayed intellectual development","A delay in the achievement of motor or mental milestones in the domains of development of a child, including motor skills, speech and language, cognitive skills, and social and emotional skills. This term should only be used to describe children younger than five years of age."
HP:0001290,HP_0001290,Generalized hypotonia,"Generalized muscular hypotonia|Low muscle tone|Generalised hypotonia|Hypotonia, generalized|Decreased muscle tone",Generalized muscular hypotonia (abnormally low muscle tone).
HP:0001864,HP_0001864,Clinodactyly of the 5th toe, ,"Bending or curvature of a fifth toe in the tibial direction (i.e., towards the big toe)."
HP:0011996,HP_0011996,Elevated coagulation factor V activity,Plasma factor V elevated|Elevated factor V activity,"Increased activity of coagulation factor V, Factor V, which is activated to factor Va by means of minute amounts of thrombin (and inactivated by larger amounts of thrombin). Activated factor V (fVa) is a cofactor in the formation of the prothrombinase complex."
HP:0032077,HP_0032077,Male urethral meatus stenosis,Meatus stenosis|Meatal stenosis,An abnormal narrowing of the urethral opening (meatus) of the penis.
HP:0100555,HP_0100555,Asymmetric growth,Uneven or disproportionate growth of one body part compared to another,A growth pattern that displays an abnormal difference between the left and the right side.
HP:0000396,HP_0000396,Overfolded helix,Over-folded helices|Overfolded helices|Overfolded ears,"A condition in which the helix is folded over to a greater degree than normal. That is, excessive curling of the helix edge, whereby the free edge is parallel to the plane of the ear."
HP:0006970,HP_0006970,Periventricular leukomalacia, , 
HP:0003808,HP_0003808,Abnormal muscle tone,Abnormal muscle tone, 
HP:0000582,HP_0000582,Upslanted palpebral fissure,Upward slanting palpebral fissures|Upward slanted palpebral fissures|Upslanting palpebral fissures|Upward slanting of the opening between the eyelids|Mongoloid slant|Upward slanting of palpebral fissures,"The palpebral fissure inclination is more than two standard deviations above the mean for age (objective); or, the inclination of the palpebral fissure is greater than typical for age."
HP:0003484,HP_0003484,Upper limb muscle weakness,Weak arm|Decreased arm strength,Weakness of the muscles of the arms.
HP:0000083,HP_0000083,Renal insufficiency,Renal failure|Renal failure in adulthood,"A reduction in the level of performance of the kidneys in areas of function comprising the concentration of urine, removal of wastes, the maintenance of electrolyte balance, homeostasis of blood pressure, and calcium metabolism."
HP:0001771,HP_0001771,Achilles tendon contracture,Tight achilles tendon|Shortening of the achilles tendon|Contractures of the Achilles tendon|Achilles tendon contractures,A contracture of the Achilles tendon.
HP:0004298,HP_0004298,Abnormality of the abdominal wall,Abnormality of the abdominal wall|Abnormality of external features of the abdomen,The presence of any abnormality affecting the abdominal wall.
HP:0000391,HP_0000391,Thickened helices,Thick helix,Increased thickness of the helix of the ear.
HP:0100581,HP_0100581,Dilatation of renal calices,Caliceal dilatation|Caliectasis,"An abnormal enlargement of the renal calices, the system of ducts of the kidney that collect urine."
HP:0002194,HP_0002194,Delayed gross motor development,"Delayed gross motor skills|Developmental delay, gross motor|Gross motor delay|Limited gross motor development|Delayed motor skills","A type of motor delay characterized by a delay in acquiring the ability to control the large muscles of the body for walking, running, sitting, and crawling."
HP:0011787,HP_0011787,Central hypothyroidism, ,A type of hypothyroidism due to an insufficient stimulation of an otherwise normal thyroid gland. Central hypothyroidism is caused by either pituitary (secondary hypothyroidism) or hypothalamic (tertiary hypothyroidism) defects.
HP:0000044,HP_0000044,Hypogonadotropic hypogonadism,Hypogonadotrophic hypogonadism|Low gonadotropins (secondary hypogonadism),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).
HP:0004467,HP_0004467,Preauricular pit,Preauricular fistulas|Preauricular pits|Pit in front of the ear|Preauricular sinus|Ear pit|Preauricular earpits,Small indentation anterior to the insertion of the ear.
HP:0001873,HP_0001873,Thrombocytopenia,Low platelet count,A reduction in the number of circulating thrombocytes.
HP:0011892,HP_0011892,Low levels of vitamin K, ,A reduced concentration of vitamin K.
HP:0000372,HP_0000372,Abnormality of the auditory canal,Auditory canal abnormality,An abnormality of the External acoustic tube (also known as the auditory canal).
HP:0000153,HP_0000153,Abnormality of the mouth,Abnormality of the mouth|Abnormal mouth,An abnormality of the mouth.
HP:0009118,HP_0009118,Aplasia/Hypoplasia of the mandible, ,Absence or underdevelopment of the mandible.
HP:0012367,HP_0012367,Extra fontanelles, ,Bony defects situated along the cranial suture lines or at the junction of the bone plates of the skull.
HP:0000065,HP_0000065,Labial hypertrophy,Enlargement of the vaginal lips|Enlargement of the labia|Enlarged vaginal lips, 
HP:0002777,HP_0002777,Tracheal stenosis,Narrowing of windpipe, 
HP:0400004,HP_0400004,Long ear,Long ears|Long ear,Median longitudinal ear length greater than two SD above the mean determined by the maximal distance from the superior aspect to the inferior aspect of the external ear.
HP:0000400,HP_0000400,Macrotia,Large pinnae|Large ears,"Median longitudinal ear length greater than two standard deviations above the mean and median ear width greater than two standard deviations above the mean (objective); or, apparent increase in length and width of the pinna (subjective)."
HP:0012572,HP_0012572,Ureter duplex, ,"A complete duplication of the ureter, where the duplicated ureters have separate insertions into the bladder."
HP:0011616,HP_0011616,Pulmonary situs inversus, ,Mirror image arrangement of the mainstem bronchi with the right pulmonary artery posterior to the right upper lobe bronchus and the left pulmonary artery anterior to the left upper lobe bronchus.
HP:0001852,HP_0001852,Sandal gap,"Space between great toe and second toe|Wide-spaced big toe|Widened gap 1st-2nd toes|Widened gap first and second toe|Wide space between 1st, 2nd toes|Wide space between first and second toes|Gap between 1st and 2nd toes|Sandal gap between first and second toes|Widely spaced first and second toes|Increased space between first and second toes|Widely spaced 1st-2nd toes|Gap between first and second toe",A widely spaced gap between the first toe (the great toe) and the second toe.
HP:0002190,HP_0002190,Choroid plexus cyst, ,A cyst occurring within the choroid plexus within a cerebral ventricle.
HP:0000058,HP_0000058,Abnormality of the labia, ,"An anomaly of the labia, the externally visible portions of the vulva."
HP:0030021,HP_0030021,Auricular tag, ,Small protrusion within the pinna.
HP:0003182,HP_0003182,Shallow acetabular fossae,Shallow acetabular fossa|Shallow acetabulum|Shallow acetabulae|Shallow acetabula, 
HP:0003396,HP_0003396,Syringomyelia,Fluid-filled cyst in spinal cord|Syrinx,"Dilated, glial-lined cavity in spinal cord. This cavity does not communicate with the central canal, and usually is between the dorsal columns unilaterally or bilaterally along the side of the cord."
HP:0000938,HP_0000938,Osteopenia,Generalized osteopenia,Osteopenia is a term to define bone density that is not normal but also not as low as osteoporosis. By definition from the World Health Organization osteopenia is defined by bone densitometry as a T score -1 to -2.5.
HP:0000953,HP_0000953,Hyperpigmentation of the skin,Skin hyperpigmentation|Cutaneous hyperpigmentation|Patchy darkened skin|Hyperpigmented lesion|Increased skin pigmentation,A darkening of the skin related to an increase in melanin production and deposition.
HP:0001182,HP_0001182,Tapered finger,Tapered finger|Tapered fingertips|Distally tapering fingers|Tapering fingers,The gradual reduction in girth of the finger from proximal to distal.
HP:0000900,HP_0000900,Thickened ribs, ,Increased thickness (diameter) of ribs.
HP:0100021,HP_0100021,Cerebral palsy,Cerebral paralysis|CP,"Cerebral palsy describes a group of permanent disorders of the development of movement and posture, causing activity limitation, that are attributed to nonprogressive disturbances that occurred in the developing fetal or infant brain. The motor disorders of cerebral palsy are often accompanied by disturbances of sensation, perception, cognition, communication, and behaviour, by epilepsy, and by secondary musculoskeletal problems."
HP:0003319,HP_0003319,Abnormality of the cervical spine,Disorder of cervical vertebra|Cervical vertebral abnormalities|Abnormality of cervical vertebra|Abnormality of the cervical vertebrae|Cervical spine abnormalities|Abnormal cervical spine,Any abnormality of the cervical vertebral column.
HP:0010954,HP_0010954,Hypoplastic right heart,Underdeveloped right heart|Hypoplastic right heart syndrome,Underdevelopment of the right-sided structures of the heart.
HP:0010823,HP_0010823,Ridged cranial sutures,Cranial suture ridges,"An overlap of the bony plates of the skull in an infant, with or without early closure."
HP:0001734,HP_0001734,Annular pancreas, ,A congenital anomaly in which the pancreas completely (or sometimes incompletely) encircles the second portion of duodenum and occasionally obstructs the more proximal duodenum.
HP:0009601,HP_0009601,Aplasia/Hypoplasia of the thumb,Absent/hypoplastic thumb|Absent/underdeveloped thumb|Absent/hypoplastic thumbs|Hypoplastic to aplastic thumbs|Thumb aplasia/hypoplasia|Absent/small thumb|Absent or hypoplastic thumbs|Aplastic/hypoplastic thumbs|Aplasia/hypoplasia of thumbs|Hypoplastic/absent thumb,Hypoplastic/small or absent thumb.
HP:0010566,HP_0010566,Hamartoma, ,"A disordered proliferation of mature tissues that is native to the site of origin, e.g., exostoses, nevi and soft tissue hamartomas. Although most hamartomas are benign, some histologic subtypes, e.g., neuromuscular hamartoma, may proliferate aggressively such as mesenchymal cystic hamartoma, Sclerosing epithelial hamartoma, Sclerosing metanephric hamartoma."
HP:0025386,HP_0025386,Bitemporal hollowing, ,Depression of profile in both temporal regions.
HP:0025194,HP_0025194,Morgagni diaphragmatic hernia,Morgagni hernia,An anterior retrosternal or parasternal hernia that can result in the herniation of liver or intestines into the chest cavity.
HP:0100627,HP_0100627,Displacement of the urethral meatus,Displacement of the external urethral orifice|Displacement of the male external urethral orifice,"A displacement of the external urethral orifice from its normal position (in males normally placed at the tip of glans penis, in females normally placed about 2.5 cm behind the glans clitoridis and immediately in front of that of the vagina)."
HP:0011039,HP_0011039,Abnormality of the helix,Abnormal helices|Helix abnormal,An abnormality of the helix. The helix is the outer rim of the ear that extends from the insertion of the ear on the scalp (root) to the termination of the cartilage at the earlobe.
HP:0025407,HP_0025407,Rectourethral fistula,Urethrorectal fistula,An abnormal connection (fistula) between the rectum and the urethra.
HP:0001276,HP_0001276,Hypertonia,Increased muscle tone|Hypertonicity,"A condition in which there is increased muscle tone so that arms or legs, for example, are stiff and difficult to move."
HP:0001822,HP_0001822,Hallux valgus,Lateral deviation of great toe|Bunion|Lateral deviation of halluces,"Lateral deviation of the great toe (i.e., in the direction of the little toe)."
HP:0000158,HP_0000158,Macroglossia,Hyperplasia of the tongue|Tongue hypertrophy|Hypertrophy of the tongue|Large tongue|Abnormally large tongue|Increased size of tongue,Increased length and width of the tongue.
HP:0000545,HP_0000545,Myopia,Nearsightedness|Near sightedness|Near sighted|Close sighted,"An abnormality of refraction characterized by the ability to see objects nearby clearly, while objects in the distance appear blurry."
HP:0012211,HP_0012211,Abnormal renal physiology,Abnormal renal function|Abnormal kidney function|Renal functional abnormality|Kidney function issue|Abnormality of renal physiology,An abnormal functionality of the kidney.
HP:0041047,HP_0041047,Bladder outlet obstruction,Obstruction of bladder outlet,"A compression or resistance upon the bladder outflow channel at any location from the bladder neck to urethral meatus, which usually causes lower urinary tract symptoms (LUTS)."
HP:0000069,HP_0000069,Abnormality of the ureter,Abnormality of the ureters|Ureter issue|Ureteral anomalies,An abnormality of the ureter. The ureter is the duct by which urine passes from the kidney to the bladder.
HP:0031938,HP_0031938,Abnormal conus terminalis morphology,Abnormal conus medullaris morphology,"Any structural anomaly of the conus terminalis, which is the distal bulbous part of the spinal cord at the location where the spinal cord tapers and ends (usually between the L1 and L2 lumbar vertebrae)."
HP:0025025,HP_0025025,Rectovestibular fistula,Vestibular fistula,"A congenital malformation characterized by an abnormal connection (fistula) between the rectum and the vulval vestibule, at the lower aspect of the vaginal opening."
HP:0001288,HP_0001288,Gait disturbance,Gait abnormalities|Gait disturbances|Gait difficulties|Abnormal gait|Abnormal walk|Impaired gait,"The term gait disturbance can refer to any disruption of the ability to walk. In general, this can refer to neurological diseases but also fractures or other sources of pain that is triggered upon walking. However, in the current context gait disturbance refers to difficulty walking on the basis of a neurological or muscular disease."
HP:0030026,HP_0030026,Squared superior portion of helix, ,"Flattening instead of curving or rounded superior helix, allowing the superior helix to run more horizontally than usual."
HP:0000478,HP_0000478,Abnormality of the eye,Abnormal eye|Abnormality of the eye,"Any abnormality of the eye, including location, spacing, and intraocular abnormalities."
HP:0001297,HP_0001297,Stroke,Stroke|Cerebrovascular accident|Cerebral vascular events,Sudden impairment of blood flow to a part of the brain due to occlusion or rupture of an artery to the brain.
HP:0010442,HP_0010442,Polydactyly,More than five fingers or toes on hands or feet,A congenital anomaly characterized by the presence of supernumerary fingers or toes.
HP:0030515,HP_0030515,Moderately reduced visual acuity,Moderate visual impairment|Moderate vision loss|Moderate reduction in visual acuity|Moderate visual loss,Moderate reduction of the ability to see defined as visual acuity less than 6/18 (20/60 in US notation; 0.5 in decimal notation) but at least 6/60 (20/200 in US notation; 0.1 in decimal notation).
HP:0002705,HP_0002705,"High, narrow palate","Narrow, highly arched palate|Narrow, high-arched roof of mouth|Narrow, highly arched roof of mouth|High vaulted palate|Gothic palate|Narrow, high-arched palate|High, narrow palate|Narrow and high arched palate|High narrow palate",The presence of a high and narrow palate.
HP:0011818,HP_0011818,Nasofrontal encephalocele,Naso-frontal encephalocele, 
HP:0005562,HP_0005562,Multiple renal cysts,Multiple kidney cysts,The presence of many cysts in the kidney.
HP:0009594,HP_0009594,Retinal hamartoma, ,"A hamartoma (a benign, focal malformation consisting of a disorganized mixture of cells and tissues) of the retina."
HP:0031411,HP_0031411,Abnormal chromosome morphology, ,"Any structural anomaly of a chromosome, which is a thread like molecule consisting of DNA and proteins (chromatin) that contains DNA sequences for genes and other genetic elements in linear order."
HP:0011821,HP_0011821,Abnormality of facial skeleton,Abnormality of facial skeleton|Anomaly of facial skeleton,An abnormality of one or more of the set of bones that make up the facial skeleton.
HP:0000929,HP_0000929,Abnormal skull morphology,Abnormality of the skull,"An abnormality of the skull, the bony framework of the head which is comprised of eight cranial and fourteen facial bones."
HP:0031703,HP_0031703,Abnormal ear morphology, ,Any structural anomaly of the ear.
HP:0002408,HP_0002408,Cerebral arteriovenous malformation,Cerebral AV malformation,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the brain.
HP:0011225,HP_0011225,Epiblepharon, ,Redundant eyelid skin pressing the eyelashes against the cornea and/or conjunctiva.
HP:0000220,HP_0000220,Velopharyngeal insufficiency,Velopharyngeal incompetence,Inability of velopharyngeal sphincter to sufficiently separate the nasal cavity from the oral cavity during speech.
HP:0001355,HP_0001355,Megalencephaly,Macrencephaly,Diffuse enlargement of the entire cerebral hemispheres leading to macrocephaly (with or without overlying cortical dysplasia).
HP:0000239,HP_0000239,Large fontanelles,Enlarged fontanelles|Large fontanelle|Large fontanels|Persistent wide fontanel|Large fontanel|Wide fontanelles,"In newborns, the two frontal bones, two parietal bones, and one occipital bone are joined by fibrous sutures, which form a small posterior fontanelle, and a larger, diamond-shaped anterior fontanelle. These regions allow for the skull to pass the birth canal and for later growth. The fontanelles gradually ossify, whereby the posterior fontanelle usually closes by eight weeks and the anterior fontanelle by the 9th to 16th month of age. Large fontanelles are diagnosed if the fontanelles are larger than age-dependent norms."
HP:0002143,HP_0002143,Abnormality of the spinal cord,Abnormality of the spinal cord,An abnormality of the spinal cord (myelon).
HP:0000133,HP_0000133,Gonadal dysgenesis,Mixed gonadal dysgenesis|Pure gonadal dysgenesis, 
HP:0002242,HP_0002242,Abnormal intestine morphology,Enteropathy|Abnormality of the intestine,An abnormality of the intestine. The closely related term enteropathy is used to refer to any disease of the intestine.
HP:0004971,HP_0004971,Pulmonary artery hypoplasia,Underdeveloped lung artery|Underdeveloped pulmonary artery,Underdevelopment of the pulmonary artery.
HP:0010478,HP_0010478,Abnormality of the urachus, ,Abnormality of the urachus.
HP:0001763,HP_0001763,Pes planus,Flat feet|Flat foot,"A foot where the longitudinal arch of the foot is in contact with the ground or floor when the individual is standing; or, in a patient lying supine, a foot where the arch is in contact with the surface of a flat board pressed against the sole of the foot by the examiner with a pressure similar to that expected from weight bearing; or, the height of the arch is reduced."
HP:0001743,HP_0001743,Abnormality of the spleen,Abnormality of the spleen,An abnormality of the spleen.
HP:0000519,HP_0000519,Developmental cataract,"Congenital cataracts|Congenital cataract|Cataract, congenital|Congenital cataracts, bilateral|Bilateral congenital cataracts|Clouding of the lens of the eye at birth","A cataract that occurs congenitally as the result of a developmental defect, in contrast to the majority of cataracts that occur in adulthood as the result of degenerative changes of the lens."
HP:0012795,HP_0012795,Abnormality of the optic disc, ,"A morphological abnormality of the optic disc, i.e., of the portion of the optic nerve clinically visible on fundoscopic examination."
HP:0000176,HP_0000176,Submucous cleft hard palate,Partial thickness cleft hard palate|Submucosal cleft palate,Hard-palate submucous clefts are characterized by bony defects in the midline of the bony palate that are covered by the mucous membrane of the roof of the mouth. It may be possible to detect a submucous cleft hard palate upon palpation as a notch in the bony palate.
HP:0000202,HP_0000202,Oral cleft,Cleft of the mouth|Oral clefting,"The presence of a cleft in the oral cavity, the two main types of which are cleft lip and cleft palate. In cleft lip, there is the congenital failure of the maxillary and median nasal processes to fuse, forming a groove or fissure in the lip. In cleft palate, there is a congenital failure of the palate to fuse properly, forming a grooved depression or fissure in the roof of the mouth. Clefts of the lip and palate can occur individually or together. It is preferable to code each defect separately."
HP:0009796,HP_0009796,Branchial cyst,Branchial cysts,A branchial cyst is a remnant of embryonic development resulting from a failure of obliteration of a branchial cleft and consists of a subcutaneous cystic mass. Cysts are located anterior or posterior to the ear or in the submandibular region.
HP:0011553,HP_0011553,Discordant atrioventricular connection,Discordant atrioventricular connexion,Connection of the right atrium to the left ventricle and of the left atrium to the right ventricle in a biventricular heart.
HP:0001696,HP_0001696,Situs inversus totalis,situs oppositus|All organs on wrong side of body|situs transversus,"A left-right reversal (or ""mirror reflection"") of the anatomical location of the major thoracic and abdominal organs."
HP:0001601,HP_0001601,Laryngomalacia,Softening of voice box tissue,Laryngomalacia is a congenital abnormality of the laryngeal cartilage in which the cartilage is floppy and prolapses over the larynx during inspiration.
HP:0000925,HP_0000925,Abnormality of the vertebral column,Abnormal vertebral column|Abnormality of the spine|Abnormality of the vertebral column|Abnormal spine,Any abnormality of the vertebral column.
HP:0012303,HP_0012303,Abnormal aortic arch morphology,Abnormality of the aortic arch,An anomaly of the arch of aorta.
HP:0001374,HP_0001374,Congenital hip dislocation,Dislocated hip since birth|Congenital dislocation of the hip|Congenital hip dislocations|Congenital dislocation of the hips|Congenital hip anomaly, 
HP:0005988,HP_0005988,Congenital muscular torticollis,"Torticollis, congenital",A congenital form of torticollis resulting from shortening of the sternocleidomastoid muscle and leading to a limited range of motion in both rotation and lateral bending.
HP:0007330,HP_0007330,Frontal encephalocele, , 
HP:0007206,HP_0007206,Hemimegalencephaly, ,Enlargement of all or parts of one cerebral hemisphere.
HP:0030710,HP_0030710,Lipomeningocele, ,A form of closed neural tube defect in which the spinal tissue lies within the spinal cord having a junction between the spinal cord and the lipoma. Intact skin covers the defect. Neurologic findings first appear during the second year of life.
HP:0025480,HP_0025480,Lipomyelomeningocele, ,"A type of spinal dysraphism presenting as a subcutaneous fatty mass, that is, a spinal defect associated with lipomatous tissue, and covered by skin. The most usual location for lipomyelomeningocele is at the gluteal cleft."
HP:0003298,HP_0003298,Spina bifida occulta, ,The closed form of spina bifida with incomplete closure of a vertebral body with intact overlying skin.
HP:0001048,HP_0001048,Cavernous hemangioma,Collection of dilated blood vessels that forms mass|Cavernous haemangioma|Cavernous angioma,The presence of a cavernous hemangioma. A hemangioma characterized by large endothelial spaces (caverns) is called a cavernous hemangioma.
HP:0000402,HP_0000402,Stenosis of the external auditory canal,Stenotic external auditory canal|Narrowing of passageway from outer ear to middle ear|Narrow external auditory meatus|Narrow external auditory canals|External auditory canal stenosis|Narrow auditory canals,An abnormal narrowing of the external auditory canal.
HP:0000079,HP_0000079,Abnormality of the urinary system,Urinary tract anomalies|Urinary tract abnormalities|Urinary tract abnormality,An abnormality of the urinary system.
HP:0000612,HP_0000612,Iris coloboma,Coloboma of the iris|Coloboma of iris|Cat eye|Keyhole iris,A coloboma of the iris.
HP:0007476,HP_0007476,Anhidrotic ectodermal dysplasia, , 
HP:0000834,HP_0000834,Abnormality of the adrenal glands,Adrenal abnormalities,"Abnormality of the adrenal glands, i.e., of the endocrine glands located at the top of the kindneys."
HP:0010735,HP_0010735,Polyostotic fibrous dysplasia, ,Fibrous dysplasia of the bones were lesions are localized in many bones throughout of the body. Polyostotic fibrous dysplasia is a cardinal feature of McCune-Albright syndrome.
HP:0000359,HP_0000359,Abnormality of the inner ear,Abnormality of the inner ear|Inner ear abnormality,An abnormality of the inner ear.
HP:0100257,HP_0100257,Ectrodactyly,Lobster claw hand|Cleft hand,A condition in which middle parts of the hands and/or feet (digits and meta-carpals and -tarsals) are missing giving a cleft appearance. The severity is very variable ranging from slightly hypoplastic 3rd toe/fingers over absent 2nd or 3rd toes/fingers as far as oligo- or monodactyl hands and/or feet.
HP:0001682,HP_0001682,Subvalvular aortic stenosis,Narrowing of blood vessel below aortic heart valve|Subaortic stenosis,A fixed form of obstruction to blood flow across the left-ventricular outflow tract related to stenosis (narrowing) below the level of the aortic valve.
HP:0001087,HP_0001087,Developmental glaucoma,Childhood glaucoma|Pediatric glaucoma|Infantile glaucoma,Glaucoma which forms during the early years of a child's life is called developmental or congenital glaucoma.
HP:0012108,HP_0012108,Open angle glaucoma, ,"A type of glaucoma defined by an open, normal appearing anterior chamber angle and raised intraocular pressure,"
HP:0000073,HP_0000073,Ureteral duplication,Double ureter,"A developmental anomaly characterized by the presence of two, instead of one, ureter connecting a kidney to the bladder."
HP:0000411,HP_0000411,Protruding ear,Prominent ear|Prominent ears,"Angle formed by the plane of the ear and the mastoid bone greater than the 97th centile for age (objective); or, outer edge of the helix more than 2 cm from the mastoid at the point of maximum distance (objective)."
HP:0001669,HP_0001669,Transposition of the great arteries,Transposition of great vessels,A complex congenital heart defect in which the aorta arises from the morphologic right ventricle and the pulmonary artery arises from the morphologic left ventricle.
HP:0100565,HP_0100565,Hydromyelia, ,Dilation of central canal from incomplete fusion of the posterior columns or persistence of the primitive large canal of the embryo.
HP:0011570,HP_0011570,Congenital mitral stenosis, ,Mitral stenosis with congenital onset.
HP:0001650,HP_0001650,Aortic valve stenosis,Aortic stenosis|Valvular aortic stenosis|Narrowing of aortic valve,The presence of a stenosis (narrowing) of the aortic valve.
HP:0030708,HP_0030708,Myeloschisis, ,"The severe form of a neural tube defect where the open neural tube appears as a flattened, plate-like mass of nervous tissue with no overlying membrane."
HP:0001674,HP_0001674,Complete atrioventricular canal defect,Complete atrioventricular septal defect|Atrioventricular canal|Complete common AV canal|Common atrioventricular canal,"A congenital heart defect characteizred by a specific combination of heart defects with a common atrioventricular valve, primum atrial septal defect and inlet ventricular septal defect."
HP:0011577,HP_0011577,Partial atrioventricular canal defect, ,A specific combination of heart defects including a primum atrial septal defect and cleft anterior mitral valve leaflet. There is not an inlet ventricular septal defect present. There are two valve annuluses and two valve orifices.
HP:0001000,HP_0001000,Abnormality of skin pigmentation,Abnormality of skin pigmentation|Abnormal skin color|Abnormal skin pigmentation|Pigmentation anomaly|Pigmentary skin changes|Abnormality of pigmentation|Abnormal pigmentation|Pigmentary changes,An abnormality of the pigmentation of the skin.
HP:0000260,HP_0000260,Wide anterior fontanel,Large open anterior fontanelle|Large anterior fontanelle|Wider-than-typical soft spot of skull|Large open anterior fontanel|Large anterior fontanel|Wide anterior fontanelle|Wide open anterior fontanelle,Enlargement of the anterior fontanelle with respect to age-dependent norms.
HP:0006548,HP_0006548,Pulmonary arteriovenous malformation,Pulmonary telangiectasia|Pulmonary av malformation,"Pulmonary arteriovenous malformation, a condition most commonly associated with hereditary hemorrhagic telangiectasia, is an abnormal communication between the pulmonary artery and pulmonary vein without an intervening capillary communication. HRCT images usually show a coarse spidery appearance of the peripheral vascular markings in the lungs. More specific findings are obtained in the pulmonary angiogram where the normally invisible capillary phase is replaced by irregular vascular channels bridging the peripheral branches of pulmonary arteries and veins."
HP:0002817,HP_0002817,Abnormality of the upper limb,Abnormality of the arm|Abnormality of the upper limb,An abnormality of the arm.
HP:0001883,HP_0001883,Talipes, ,"A deformity of foot and ankle that has different subtypes that are talipes equinovarus, talipes equinovalgus, talipes calcaneovarus and talipes calcaneovalgus."
HP:0001653,HP_0001653,Mitral regurgitation,Mitral insufficiency|Mitral valve regurgitation|Mitral incompetence|Mitral valve insufficiency,An abnormality of the mitral valve characterized by insufficiency or incompetence of the mitral valve resulting in retrograde leaking of blood through the mitral valve upon ventricular contraction.
HP:0002779,HP_0002779,Tracheomalacia,Floppy windpipe, 
HP:0000588,HP_0000588,Optic nerve coloboma,Coloboma of optic nerve|Optic disk coloboma,A cleft of the optic nerve that extends inferiorly.
HP:0005619,HP_0005619,Thoracolumbar kyphosis,Thoracolumbar gibbus|Thoracolumbar gibbus deformity,Hyperconvexity of the thoracolumbar spine producing a rounded or humped appearance.
HP:0001273,HP_0001273,Abnormal corpus callosum morphology,Abnormality of the corpus callosum|Abnormal corpus callosum|Corpus callosum abnormality,Abnormality of the corpus callosum.
HP:0001761,HP_0001761,Pes cavus,High-arched foot,"The presence of an unusually high plantar arch. Also called high instep, pes cavus refers to a distinctly hollow form of the sole of the foot when it is bearing weight."
HP:0012366,HP_0012366,Basilar invagination, ,Projection of the tip of the dens more than 5 mm above a line joining the hard palate to the posterior lip of the foramen magnum (Chamberlain's line) or the tip of the dens is greater than 7 mm above McGregor's line (the back of the hard palate to the lowest point of the occipital squama).
HP:0001528,HP_0001528,Hemihypertrophy,Asymmetric overgrowth|Asymmetric limb hypertrophy,Overgrowth of only one side of the body.
HP:0011390,HP_0011390,Morphological abnormality of the inner ear, ,A structural anomaly of the internal part of the ear.
HP:0000453,HP_0000453,Choanal atresia,Obstruction of the rear opening of the nasal cavity|Blockage of the rear opening of the nasal cavity,Absence or abnormal closure of the choana (the posterior nasal aperture).
HP:0000137,HP_0000137,Abnormality of the ovary,Abnormality of the ovary|Abnormality of the ovaries,An abnormality of the ovary.
HP:0005857,HP_0005857,Cervical spina bifida, , 
HP:0007477,HP_0007477,Abnormal dermatoglyphics,Abnormal fingerprints|Dermatoglyphic abnormalities,"An abnormality of dermatoglyphs (fingerprints), which are present on fingers, palms, toes, and soles."
HP:0045087,HP_0045087,Hip joint hypermobility, , 
HP:0100017,HP_0100017,Capsular cataract, ,A cataract that affects the capsule of the lens.
HP:0000523,HP_0000523,Subcapsular cataract,Subcapsular cataracts|Subcapsular opacities|Subcapsular lenticular cataracts,A cataract that affects the region of the lens directly beneath the capsule of the lens.
HP:0000528,HP_0000528,Anophthalmia,"No globe of eye|Absence of eyeballs|Missing eyeball|Missing globe of eye|Absence of globes of eyes|Anophthalmia, clinical|Clinical anophthalmia, unilateral/bilateral|Failure of development of eyeball|No eyeball|Ocular absence",Absence of the globe or eyeball.
HP:0007431,HP_0007431,Congenital ichthyosiform erythroderma,"Congenital ichthyosis|Ichthyosis, congenital",An ichthyosiform abnormality of the skin with congenital onset.
HP:0007291,HP_0007291,Posterior fossa cyst, ,A discrete posterior fossa cerebrospinal fluid (CSF) collection that does not communicate directly with the fourth ventricle.
