p1,p1l,p2,p2l
http://purl.obolibrary.org/obo/ZP_0015395,"iridophore eye absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0006827,"iridophore absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0104154,"cerebellar granule cell corpus cerebelli decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0009508,"cerebellar granule cell decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/PHIPO_0000022,increased resistance to chemical (PHIPO),http://purl.obolibrary.org/obo/WBPhenotype_0001502,chemical resistant (WBP)
http://purl.obolibrary.org/obo/WBPhenotype_0000750,larval development variant (WBP),http://purl.obolibrary.org/obo/ZP_0013230,"larval development process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0014010,abnormal peroxisome morphology (MPO),http://purl.obolibrary.org/obo/WBPhenotype_0001263,peroxisome morphology variant (WBP)
http://purl.obolibrary.org/obo/HP_0007628,Mandibular condyle hypoplasia (HPO),http://purl.obolibrary.org/obo/MP_0030259,mandibular condyloid process hypoplasia (MPO)
http://purl.obolibrary.org/obo/HP_0012365,Hypophosphaturia (HPO),http://purl.obolibrary.org/obo/MP_0002901,increased urine phosphate level (MPO)
http://purl.obolibrary.org/obo/MP_0003619,abnormal urine color (MPO),http://purl.obolibrary.org/obo/HP_0012086,Abnormal urinary color (HPO)
http://purl.obolibrary.org/obo/MP_0009027,abnormal subarachnoid space morphology (MPO),http://purl.obolibrary.org/obo/HP_0012703,Abnormal subarachnoid space morphology (HPO)
http://purl.obolibrary.org/obo/ZP_0015585,"hepatocyte liver morphology, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0008091,"hepatocyte morphology, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0003808,Abnormal muscle tone (HPO),http://purl.obolibrary.org/obo/MP_0004142,abnormal muscle tone (MPO)
http://purl.obolibrary.org/obo/HP_0003073,Hypoalbuminemia (HPO),http://purl.obolibrary.org/obo/MP_0005419,decreased circulating serum albumin level (MPO)
http://purl.obolibrary.org/obo/FBcv_0000721,mating behavior defective (DPO),http://purl.obolibrary.org/obo/XPO_0131407,abnormal mating behavior (XPO)
http://purl.obolibrary.org/obo/MP_0003950,abnormal plasma membrane morphology (MPO),http://purl.obolibrary.org/obo/WBPhenotype_0001399,cell membrane morphology variant (WBP)
http://purl.obolibrary.org/obo/MP_0002664,decreased circulating adrenocorticotropin level (MPO),http://purl.obolibrary.org/obo/HP_0002920,Decreased circulating ACTH level (HPO)
http://purl.obolibrary.org/obo/ZP_0006418,"ossification premature, abnormal (ZPO)",http://purl.obolibrary.org/obo/MP_0003416,premature bone ossification (MPO)
http://purl.obolibrary.org/obo/HP_0005548,Megakaryocytopenia (HPO),http://purl.obolibrary.org/obo/MP_0008255,decreased megakaryocyte cell number (MPO)
http://purl.obolibrary.org/obo/MP_0003758,narrow palate (MPO),http://purl.obolibrary.org/obo/HP_0000189,Narrow palate (HPO)
http://purl.obolibrary.org/obo/HP_0002043,Esophageal stricture (HPO),http://purl.obolibrary.org/obo/MP_0010884,esophagus stenosis (MPO)
http://purl.obolibrary.org/obo/MP_0001648,abnormal apoptosis (MPO),http://purl.obolibrary.org/obo/FYPO_0000629,abnormal apoptotic process (FYPO)
http://purl.obolibrary.org/obo/ZP_0021837,"testis male organism increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0014991,"testis increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0002999,Patellar dislocation (HPO),http://purl.obolibrary.org/obo/MP_0030860,patellar dislocation (MPO)
http://purl.obolibrary.org/obo/ZP_0100243,"neutrophil amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0100605,"neutrophil whole organism amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0013548,submucous cleft hard palate (MPO),http://purl.obolibrary.org/obo/HP_0000176,Submucous cleft hard palate (HPO)
http://purl.obolibrary.org/obo/HP_0004425,Flat forehead (HPO),http://purl.obolibrary.org/obo/MP_0030047,flat forehead (MPO)
http://purl.obolibrary.org/obo/ZP_0004278,"axon extension involved in axon guidance process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0131699,abnormal axon extension involved in axon guidance (XPO)
http://purl.obolibrary.org/obo/FBcv_0000397,learning defective (DPO),http://purl.obolibrary.org/obo/ZP_0012600,"learning process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0003507,abnormal ovary physiology (MPO),http://purl.obolibrary.org/obo/HP_0031066,Abnormal ovarian physiology (HPO)
http://purl.obolibrary.org/obo/HP_0002298,Absent hair (HPO),http://purl.obolibrary.org/obo/MP_0003815,hairless (MPO)
http://purl.obolibrary.org/obo/ZP_0001370,"melanocyte head increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001371,"melanocyte increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0009502,abnormal areola morphology (MPO),http://purl.obolibrary.org/obo/HP_0032314,Abnormal areolar morphology (HPO)
http://purl.obolibrary.org/obo/ZP_0009782,"somite aplastic, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0017376,"somite trunk aplastic, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0003743,"myocardial precursor decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0000488,"myocardial precursor heart primordium decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0004241,"embryo development decreased rate, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000042,slow embryonic development (WBP)
http://purl.obolibrary.org/obo/FBcv_0000431,meiotic cell cycle defective (DPO),http://purl.obolibrary.org/obo/WBPhenotype_0000775,meiosis variant (WBP)
http://purl.obolibrary.org/obo/MP_0030091,macrodontia (MPO),http://purl.obolibrary.org/obo/HP_0001572,Macrodontia (HPO)
http://purl.obolibrary.org/obo/ZP_0107782,"atrioventricular ring quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0110108,"endocardial ring quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/XPO_0101799,abnormal nerve morphology (XPO),http://purl.obolibrary.org/obo/XPO_0102836,abnormal peripheral nerve morphology (XPO)
http://purl.obolibrary.org/obo/XPO_0127568,abnormally localised trigeminal ganglion (XPO),http://purl.obolibrary.org/obo/XPO_0127310,abnormally localised gasserian ganglion (XPO)
http://purl.obolibrary.org/obo/MP_0004832,enlarged ovary (MPO),http://purl.obolibrary.org/obo/HP_0100879,Enlarged ovaries (HPO)
http://purl.obolibrary.org/obo/XPO_0131408,abnormal feeding behavior (XPO),http://purl.obolibrary.org/obo/ZP_0022720,"feeding behavior process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0001732,postnatal growth retardation (MPO),http://purl.obolibrary.org/obo/HP_0001508,Failure to thrive (HPO)
http://purl.obolibrary.org/obo/ZP_0005480,"glomerular capillary pronephros dilated, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0130861,"pronephric glomerular capillary dilated, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0003416,premature bone ossification (MPO),http://purl.obolibrary.org/obo/ZP_0006418,"ossification premature, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0021010,"melanocyte whole organism absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001928,"melanocyte absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/WBPhenotype_0000047,gastrulation variant (WBP),http://purl.obolibrary.org/obo/XPO_0103444,abnormal gastrulation (XPO)
http://purl.obolibrary.org/obo/ZP_0006865,"chromosome segregation process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000773,chromosome segregation variant (WBP)
http://purl.obolibrary.org/obo/PHIPO_0000218,abnormal pathogen host interaction toxin biosynthetic process (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000500,abnormal biosynthesis of deoxynivalenol (PHIPO)
http://purl.obolibrary.org/obo/PHIPO_0000265,abnormal protein transport (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000266,abnormal pathogen host interaction protein transport (PHIPO)
http://purl.obolibrary.org/obo/ZP_0013173,"visual behavior process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0131404,abnormal visual behavior (XPO)
http://purl.obolibrary.org/obo/MP_0000547,short limbs (MPO),http://purl.obolibrary.org/obo/HP_0008873,Disproportionate short-limb short stature (HPO)
http://purl.obolibrary.org/obo/MGPO_0002216,increased level of oligosaccharide in urine (MGPO),http://purl.obolibrary.org/obo/HP_0010471,Oligosacchariduria (HPO)
http://purl.obolibrary.org/obo/MGPO_0002216,increased free oligosaccharide levels in the urine (MGPO),http://purl.obolibrary.org/obo/HP_0010471,Oligosacchariduria (HPO)
http://purl.obolibrary.org/obo/HP_3000003,Abnormal mandibular ramus morphology (HPO),http://purl.obolibrary.org/obo/MP_0010150,abnormal mandibular ramus morphology (MPO)
http://purl.obolibrary.org/obo/XPO_0131754,delayed embryo development (XPO),http://purl.obolibrary.org/obo/ZP_0000594,"embryo development delayed, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0003215,Dicarboxylic aciduria (HPO),http://purl.obolibrary.org/obo/MP_0030613,dicarboxylic aciduria (MPO)
http://purl.obolibrary.org/obo/HP_0000270,Delayed cranial suture closure (HPO),http://purl.obolibrary.org/obo/MP_0030393,delayed fontanelle closure (MPO)
http://purl.obolibrary.org/obo/HP_0010910,Hypervalinemia (HPO),http://purl.obolibrary.org/obo/MP_0030727,increased circulating valine level (MPO)
http://purl.obolibrary.org/obo/ZP_0001865,"visual perception decreased process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/HP_0000505,Visual impairment (HPO)
http://purl.obolibrary.org/obo/HP_0040071,Abnormal morphology of ulna (HPO),http://purl.obolibrary.org/obo/MP_0005108,abnormal ulna morphology (MPO)
http://purl.obolibrary.org/obo/MP_0003920,abnormal heart right ventricle morphology (MPO),http://purl.obolibrary.org/obo/HP_0001707,Abnormal right ventricle morphology (HPO)
http://purl.obolibrary.org/obo/HP_0040013,Decreased mitochondrial number (HPO),http://purl.obolibrary.org/obo/MP_0011629,decreased mitochondria number (MPO)
http://purl.obolibrary.org/obo/MP_0002773,decreased circulating luteinizing hormone level (MPO),http://purl.obolibrary.org/obo/HP_0030344,Decreased circulating luteinizing hormone level (HPO)
http://purl.obolibrary.org/obo/HP_0000009,Functional abnormality of the bladder (HPO),http://purl.obolibrary.org/obo/MP_0010386,abnormal urinary bladder physiology (MPO)
http://purl.obolibrary.org/obo/ZP_0008621,"retinal ganglion cell increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0008617,"retinal ganglion cell retinal ganglion cell layer increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/XPO_0132209,abnormal development of eye primordium (XPO),http://purl.obolibrary.org/obo/XPO_0132381,abnormal development of optic field (XPO)
http://purl.obolibrary.org/obo/ZP_0006102,"photoreceptor outer segment layer retina absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001710,"photoreceptor outer segment layer absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/WBPhenotype_0000822,sex determination variant (WBP),http://purl.obolibrary.org/obo/ZP_0012634,"sex determination process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0009209,"cysteine-type endopeptidase activity increased rate, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0133399,increased cysteine-type endopeptidase activity (XPO)
http://purl.obolibrary.org/obo/ZP_0012599,"behavior process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/FBcv_0000387,behavior defective (DPO)
http://purl.obolibrary.org/obo/MP_0003311,aminoaciduria (MPO),http://purl.obolibrary.org/obo/HP_0003355,Aminoaciduria (HPO)
http://purl.obolibrary.org/obo/MP_0000189,hypoglycemia (MPO),http://purl.obolibrary.org/obo/HP_0001943,Hypoglycemia (HPO)
http://purl.obolibrary.org/obo/ZP_0018327,"nucleate erythrocyte blood amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0100436,"nucleate erythrocyte amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/PHIPO_0000021,increased sensitivity to chemical (PHIPO),http://purl.obolibrary.org/obo/FBcv_0000440,chemical sensitive (DPO)
http://purl.obolibrary.org/obo/ZP_0010625,"retinal rod cell increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0016140,"retinal rod cell retinal outer nuclear layer increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0001902,Giant platelets (HPO),http://purl.obolibrary.org/obo/MP_0030025,giant platelets (MPO)
http://purl.obolibrary.org/obo/HP_0000013,Hypoplasia of the uterus (HPO),http://purl.obolibrary.org/obo/MP_0001121,uterus hypoplasia (MPO)
http://purl.obolibrary.org/obo/HP_0000159,Abnormal lip morphology (HPO),http://purl.obolibrary.org/obo/MP_0003769,abnormal lip morphology (MPO)
http://purl.obolibrary.org/obo/HP_0100545,Arterial stenosis (HPO),http://purl.obolibrary.org/obo/MP_0006135,artery stenosis (MPO)
http://purl.obolibrary.org/obo/HP_0040216,Hypoinsulinemia (HPO),http://purl.obolibrary.org/obo/MP_0002727,decreased circulating insulin level (MPO)
http://purl.obolibrary.org/obo/ZP_0004923,"NaK ionocyte decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0021923,"NaK ionocyte integument decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/FBcv_0000398,memory defective (DPO),http://purl.obolibrary.org/obo/WBPhenotype_0002564,associative memory phenotype (WBP)
http://purl.obolibrary.org/obo/MP_0003276,esophageal atresia (MPO),http://purl.obolibrary.org/obo/HP_0002032,Esophageal atresia (HPO)
http://purl.obolibrary.org/obo/HP_0010458,Female pseudohermaphroditism (HPO),http://purl.obolibrary.org/obo/MP_0002788,female pseudohermaphroditism (MPO)
http://purl.obolibrary.org/obo/MP_0030615,ethylmalonic aciduria (MPO),http://purl.obolibrary.org/obo/HP_0003219,Ethylmalonic aciduria (HPO)
http://purl.obolibrary.org/obo/HP_0005235,Jejunal atresia (HPO),http://purl.obolibrary.org/obo/MP_0011878,jejunum atresia (MPO)
http://purl.obolibrary.org/obo/MP_0005311,abnormal circulating amino acid level (MPO),http://purl.obolibrary.org/obo/HP_0003112,Abnormality of serum amino acid level (HPO)
http://purl.obolibrary.org/obo/HP_0011803,Bifid nose (HPO),http://purl.obolibrary.org/obo/MP_0030117,bifid nose (MPO)
http://purl.obolibrary.org/obo/MP_0004555,pharynx hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0009555,Hypoplasia of the pharynx (HPO)
http://purl.obolibrary.org/obo/ZP_0010810,"chemical synaptic transmission process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000584,synaptic transmission variant (WBP)
http://purl.obolibrary.org/obo/HP_0004444,Spherocytosis (HPO),http://purl.obolibrary.org/obo/MP_0002812,spherocytosis (MPO)
http://purl.obolibrary.org/obo/PHIPO_0000021,increased sensitivity to chemical (PHIPO),http://purl.obolibrary.org/obo/WBPhenotype_0001918,chemical hypersensitive (WBP)
http://purl.obolibrary.org/obo/MP_0030662,decreased circulating arginine level (MPO),http://purl.obolibrary.org/obo/HP_0005961,Hypoargininemia (HPO)
http://purl.obolibrary.org/obo/MP_0004880,lung cysts (MPO),http://purl.obolibrary.org/obo/HP_0032445,Pulmonary cyst (HPO)
http://purl.obolibrary.org/obo/HP_0003166,Increased urinary taurine (HPO),http://purl.obolibrary.org/obo/MP_0020405,taurinuria (MPO)
http://purl.obolibrary.org/obo/MP_0005195,abnormal posterior eye segment morphology (MPO),http://purl.obolibrary.org/obo/HP_0004329,Abnormal posterior eye segment morphology (HPO)
http://purl.obolibrary.org/obo/ZP_0022989,"cell whole organism size, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0014457,"cell size, abnormal (ZPO)"
http://purl.obolibrary.org/obo/FBcv_0000408,stress response defective (DPO),http://purl.obolibrary.org/obo/WBPhenotype_0000067,organism stress response variant (WBP)
http://purl.obolibrary.org/obo/MP_0005314,absent thyroid gland (MPO),http://purl.obolibrary.org/obo/HP_0008191,Thyroid agenesis (HPO)
http://purl.obolibrary.org/obo/HP_0000151,Aplasia of the uterus (HPO),http://purl.obolibrary.org/obo/MP_0003558,absent uterus (MPO)
http://purl.obolibrary.org/obo/MP_0002900,abnormal urine phosphate level (MPO),http://purl.obolibrary.org/obo/HP_0012599,Abnormal urine phosphate concentration (HPO)
http://purl.obolibrary.org/obo/MP_0030695,decreased circulating serine level (MPO),http://purl.obolibrary.org/obo/HP_0012279,Hyposerinemia (HPO)
http://purl.obolibrary.org/obo/ZP_0007528,"muscle pioneer trunk decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0003220,"muscle pioneer decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/FBcv_0000414,locomotor behavior defective (DPO),http://purl.obolibrary.org/obo/XPO_0131409,abnormal locomotory behavior (XPO)
http://purl.obolibrary.org/obo/XPO_0131703,abnormal cell division (XPO),http://purl.obolibrary.org/obo/WBPhenotype_0000746,cell division variant (WBP)
http://purl.obolibrary.org/obo/HP_0004971,Pulmonary artery hypoplasia (HPO),http://purl.obolibrary.org/obo/MP_0010460,pulmonary artery hypoplasia (MPO)
http://purl.obolibrary.org/obo/MP_0001346,abnormal lacrimal gland morphology (MPO),http://purl.obolibrary.org/obo/HP_0011482,Abnormal lacrimal gland morphology (HPO)
http://purl.obolibrary.org/obo/MP_0011290,decreased nephron number (MPO),http://purl.obolibrary.org/obo/HP_0005563,Decreased numbers of nephrons (HPO)
http://purl.obolibrary.org/obo/ZP_0012120,"mucus secreting cell integument decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0006745,"mucus secreting cell decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0004370,long ulna (MPO),http://purl.obolibrary.org/obo/HP_0003988,Long ulna (HPO)
